ID,CODAUTO,Comunidad,CPRO,Provincia,SERIAL,TIP_H,TOT_MH,TOT10_15,ORD,TABLET,TELEF1,TELEF2,VIV_INTER,INTEFOR,NPER,SEXO,EDAD,PC,INT,MOVIL
010000303 1,16,País Vasco,01,Araba/Álava,00003,4,4,1,6,1,6,1,1,1,03,6,12,1,6,6
010003003 1,16,País Vasco,01,Araba/Álava,00030,4,3,1,1,1,6,1,1,1,03,6,15,1,1,1
010010003 1,16,País Vasco,01,Araba/Álava,00100,4,4,2,1,1,1,1,1,1,03,6,15,1,1,1
010010003 2,16,País Vasco,01,Araba/Álava,00100,4,4,2,1,1,1,1,1,1,04,6,12,1,1,1
010010203 1,16,País Vasco,01,Araba/Álava,00102,4,4,1,1,1,1,1,1,1,03,1,11,1,1,1
010011003 1,16,País Vasco,01,Araba/Álava,00110,4,3,1,1,1,6,1,1,1,03,1,13,1,1,1
010011403 1,16,País Vasco,01,Araba/Álava,00114,4,5,1,1,6,1,1,1,2,03,1,12,9,9,1
010011802 1,16,País Vasco,01,Araba/Álava,00118,2,3,2,1,1,1,1,1,1,02,1,10,1,1,6
010011802 2,16,País Vasco,01,Araba/Álava,00118,2,3,2,1,1,1,1,1,1,03,1,10,1,1,6
010012104 1,16,País Vasco,01,Araba/Álava,00121,4,4,1,1,6,1,1,1,1,04,6,12,1,1,1
010012603 1,16,País Vasco,01,Araba/Álava,00126,4,3,1,1,1,1,1,1,1,03,6,12,1,1,1
010013203 1,16,País Vasco,01,Araba/Álava,00132,4,6,2,1,6,6,1,1,1,03,1,14,1,1,1
010013203 2,16,País Vasco,01,Araba/Álava,00132,4,6,2,1,6,6,1,1,1,04,1,14,1,1,1
010013602 1,16,País Vasco,01,Araba/Álava,00136,3,2,1,1,1,6,1,1,1,02,6,12,1,1,1
010013702 1,16,País Vasco,01,Araba/Álava,00137,4,4,1,1,1,1,1,1,1,02,1,11,1,1,6
010013802 1,16,País Vasco,01,Araba/Álava,00138,2,3,1,1,1,1,1,1,1,02,1,13,1,1,1
020014303 1,08,Castilla-La Mancha,02,Albacete,00143,4,4,1,1,6,1,1,1,1,03,6,11,1,1,6
020014704 1,08,Castilla-La Mancha,02,Albacete,00147,4,4,1,1,1,6,1,1,1,04,6,14,1,1,1
020015303 1,08,Castilla-La Mancha,02,Albacete,00153,4,4,1,1,1,6,1,1,2,03,6,12,1,1,6
020015503 1,08,Castilla-La Mancha,02,Albacete,00155,4,4,1,1,1,1,1,1,1,03,1,11,1,1,1
020015603 1,08,Castilla-La Mancha,02,Albacete,00156,5,5,2,1,1,1,6,1,1,03,6,13,1,1,6
020015603 2,08,Castilla-La Mancha,02,Albacete,00156,5,5,2,1,1,1,6,1,1,04,6,13,1,1,6
020015702 1,08,Castilla-La Mancha,02,Albacete,00157,2,3,2,1,1,1,1,1,1,02,6,15,1,1,1
020015702 2,08,Castilla-La Mancha,02,Albacete,00157,2,3,2,1,1,1,1,1,1,03,1,13,1,1,6
020016005 1,08,Castilla-La Mancha,02,Albacete,00160,4,5,1,1,6,1,1,1,1,05,1,11,1,1,6
020016203 1,08,Castilla-La Mancha,02,Albacete,00162,4,4,2,1,6,1,1,1,1,03,6,12,1,1,6
020016203 2,08,Castilla-La Mancha,02,Albacete,00162,4,4,2,1,6,1,1,1,1,04,1,12,1,1,6
020016503 1,08,Castilla-La Mancha,02,Albacete,00165,4,4,1,1,6,1,1,1,1,03,1,13,1,1,6
020016604 1,08,Castilla-La Mancha,02,Albacete,00166,4,4,1,1,6,1,1,1,1,04,1,15,1,1,1
020016703 1,08,Castilla-La Mancha,02,Albacete,00167,4,4,1,1,1,6,1,1,1,03,1,10,1,1,6
020017402 1,08,Castilla-La Mancha,02,Albacete,00174,2,2,1,6,6,6,1,1,1,02,6,11,6,1,1
020017603 1,08,Castilla-La Mancha,02,Albacete,00176,4,4,2,1,6,1,1,1,1,03,1,15,1,1,1
020017603 2,08,Castilla-La Mancha,02,Albacete,00176,4,4,2,1,6,1,1,1,1,04,6,15,1,1,1
020018703 1,08,Castilla-La Mancha,02,Albacete,00187,4,4,1,1,1,1,1,1,1,03,1,15,1,1,1
020019002 1,08,Castilla-La Mancha,02,Albacete,00190,2,2,1,1,1,6,1,1,1,02,1,15,1,1,1
020019803 1,08,Castilla-La Mancha,02,Albacete,00198,4,4,1,1,1,6,1,1,1,03,6,14,1,1,1
020020703 1,08,Castilla-La Mancha,02,Albacete,00207,4,4,2,1,1,1,1,1,1,03,6,15,1,1,1
020020703 2,08,Castilla-La Mancha,02,Albacete,00207,4,4,2,1,1,1,1,1,1,04,1,10,1,1,1
020021003 1,08,Castilla-La Mancha,02,Albacete,00210,4,4,2,1,1,6,1,1,1,03,6,15,1,1,1
020021003 2,08,Castilla-La Mancha,02,Albacete,00210,4,4,2,1,1,6,1,1,1,04,6,12,1,1,1
020021803 1,08,Castilla-La Mancha,02,Albacete,00218,4,4,1,1,1,6,1,1,1,03,1,13,1,1,1
020023103 1,08,Castilla-La Mancha,02,Albacete,00231,4,4,1,1,1,6,1,1,1,03,1,13,1,1,1
020023704 1,08,Castilla-La Mancha,02,Albacete,00237,4,4,1,1,1,6,1,1,1,04,1,13,1,1,1
020025403 1,08,Castilla-La Mancha,02,Albacete,00254,4,5,2,1,6,1,1,1,1,03,6,14,1,1,1
020025403 2,08,Castilla-La Mancha,02,Albacete,00254,4,5,2,1,6,1,1,1,1,04,6,13,1,1,1
020028703 1,08,Castilla-La Mancha,02,Albacete,00287,4,5,1,6,1,6,1,1,2,03,1,12,1,1,1
020029003 1,08,Castilla-La Mancha,02,Albacete,00290,4,4,1,1,1,6,1,1,1,03,1,12,1,1,1
020029904 1,08,Castilla-La Mancha,02,Albacete,00299,4,4,1,1,1,6,1,1,1,04,1,12,1,1,1
020030403 1,08,Castilla-La Mancha,02,Albacete,00304,4,4,1,1,1,6,1,1,1,03,6,11,1,1,6
020030602 1,08,Castilla-La Mancha,02,Albacete,00306,2,4,3,1,1,6,1,1,1,02,1,15,1,1,1
020030602 2,08,Castilla-La Mancha,02,Albacete,00306,2,4,3,1,1,6,1,1,1,03,6,13,1,1,1
020030602 3,08,Castilla-La Mancha,02,Albacete,00306,2,4,3,1,1,6,1,1,1,04,1,12,1,1,6
020031103 1,08,Castilla-La Mancha,02,Albacete,00311,4,3,1,1,1,6,1,1,1,03,1,12,1,1,1
020031603 1,08,Castilla-La Mancha,02,Albacete,00316,4,4,1,1,6,1,1,1,1,03,6,14,1,1,1
020032003 1,08,Castilla-La Mancha,02,Albacete,00320,4,5,2,1,1,1,1,1,1,03,6,15,1,1,1
020032003 2,08,Castilla-La Mancha,02,Albacete,00320,4,5,2,1,1,1,1,1,1,04,6,14,1,1,1
030034703 1,10,Comunitat Valenciana,03,Alicante/Alacant,00347,4,4,1,1,1,1,1,1,1,03,6,13,1,1,1
030035602 1,10,Comunitat Valenciana,03,Alicante/Alacant,00356,4,3,1,1,1,1,1,1,1,02,1,14,1,1,1
030035703 1,10,Comunitat Valenciana,03,Alicante/Alacant,00357,4,4,1,1,1,1,1,1,1,03,1,11,1,1,6
030035803 1,10,Comunitat Valenciana,03,Alicante/Alacant,00358,4,4,2,1,1,1,1,1,1,03,1,13,1,1,1
030035803 2,10,Comunitat Valenciana,03,Alicante/Alacant,00358,4,4,2,1,1,1,1,1,1,04,6,12,1,1,1
030036302 1,10,Comunitat Valenciana,03,Alicante/Alacant,00363,2,4,1,1,6,6,1,1,1,02,6,13,1,1,1
030037003 1,10,Comunitat Valenciana,03,Alicante/Alacant,00370,2,3,1,1,1,6,1,1,1,03,1,15,1,1,1
030038303 1,10,Comunitat Valenciana,03,Alicante/Alacant,00383,4,4,1,1,1,1,1,1,1,03,1,15,1,1,1
030040803 1,10,Comunitat Valenciana,03,Alicante/Alacant,00408,4,4,1,1,1,6,1,1,1,03,1,11,1,1,1
030041003 1,10,Comunitat Valenciana,03,Alicante/Alacant,00410,2,3,1,1,1,1,1,1,1,03,1,13,1,1,1
030041503 1,10,Comunitat Valenciana,03,Alicante/Alacant,00415,4,4,2,1,1,6,1,1,1,03,6,15,1,1,1
030041503 2,10,Comunitat Valenciana,03,Alicante/Alacant,00415,4,4,2,1,1,6,1,1,1,04,1,14,1,1,1
030043502 1,10,Comunitat Valenciana,03,Alicante/Alacant,00435,2,2,1,1,1,6,1,1,1,02,1,15,6,1,1
030044003 1,10,Comunitat Valenciana,03,Alicante/Alacant,00440,4,6,2,1,1,6,1,1,1,03,1,11,1,1,6
030044003 2,10,Comunitat Valenciana,03,Alicante/Alacant,00440,4,6,2,1,1,6,1,1,1,04,6,10,1,1,6
030044403 1,10,Comunitat Valenciana,03,Alicante/Alacant,00444,4,4,2,1,1,1,1,1,1,03,6,15,1,1,1
030044403 2,10,Comunitat Valenciana,03,Alicante/Alacant,00444,4,4,2,1,1,1,1,1,1,04,1,12,1,1,6
030044703 1,10,Comunitat Valenciana,03,Alicante/Alacant,00447,4,3,1,1,1,6,1,1,1,03,6,13,1,1,1
030044803 1,10,Comunitat Valenciana,03,Alicante/Alacant,00448,4,4,1,1,1,6,1,1,1,03,1,14,1,1,1
030045002 1,10,Comunitat Valenciana,03,Alicante/Alacant,00450,4,3,1,6,1,6,1,1,1,02,6,15,1,1,1
030045303 1,10,Comunitat Valenciana,03,Alicante/Alacant,00453,4,3,1,1,6,6,1,1,1,03,1,12,1,1,1
030045604 1,10,Comunitat Valenciana,03,Alicante/Alacant,00456,4,4,1,1,1,6,1,1,1,04,6,11,6,1,1
030046902 1,10,Comunitat Valenciana,03,Alicante/Alacant,00469,4,4,2,1,1,1,1,1,1,02,6,12,1,1,1
030046902 2,10,Comunitat Valenciana,03,Alicante/Alacant,00469,4,4,2,1,1,1,1,1,1,03,1,15,1,1,1
030047203 1,10,Comunitat Valenciana,03,Alicante/Alacant,00472,4,4,2,1,1,1,1,1,1,03,6,12,1,1,1
030047203 2,10,Comunitat Valenciana,03,Alicante/Alacant,00472,4,4,2,1,1,1,1,1,1,04,6,12,1,1,1
030048302 1,10,Comunitat Valenciana,03,Alicante/Alacant,00483,2,5,1,1,1,6,1,1,1,02,1,12,1,1,1
030048804 1,10,Comunitat Valenciana,03,Alicante/Alacant,00488,4,4,1,6,6,6,1,1,1,04,1,14,6,1,1
030049703 1,10,Comunitat Valenciana,03,Alicante/Alacant,00497,4,5,1,1,1,6,1,1,1,03,6,13,1,1,1
030050903 1,10,Comunitat Valenciana,03,Alicante/Alacant,00509,4,3,1,1,1,1,1,1,1,03,6,13,1,1,1
030051304 1,10,Comunitat Valenciana,03,Alicante/Alacant,00513,4,4,1,1,6,6,1,1,1,04,6,15,1,1,1
030054704 1,10,Comunitat Valenciana,03,Alicante/Alacant,00547,4,4,1,1,6,6,1,1,1,04,6,14,1,1,1
030055205 1,10,Comunitat Valenciana,03,Alicante/Alacant,00552,2,3,1,1,1,6,1,1,1,05,1,15,1,1,1
030056702 1,10,Comunitat Valenciana,03,Alicante/Alacant,00567,4,7,2,1,6,6,1,1,1,02,6,15,1,1,9
030056702 2,10,Comunitat Valenciana,03,Alicante/Alacant,00567,4,7,2,1,6,6,1,1,1,04,1,13,1,1,6
030056903 1,10,Comunitat Valenciana,03,Alicante/Alacant,00569,4,4,2,1,1,1,1,1,1,03,6,15,1,1,1
030056903 2,10,Comunitat Valenciana,03,Alicante/Alacant,00569,4,4,2,1,1,1,1,1,1,04,6,12,1,1,1
030057603 1,10,Comunitat Valenciana,03,Alicante/Alacant,00576,4,4,2,1,1,6,1,1,1,03,6,11,1,1,1
030057603 2,10,Comunitat Valenciana,03,Alicante/Alacant,00576,4,4,2,1,1,6,1,1,1,04,1,10,1,1,6
030058003 1,10,Comunitat Valenciana,03,Alicante/Alacant,00580,4,5,1,6,6,6,1,6, ,03,1,12,1,1,6
030058803 1,10,Comunitat Valenciana,03,Alicante/Alacant,00588,2,3,2,1,1,6,1,1,1,03,1,14,1,1,1
030058803 2,10,Comunitat Valenciana,03,Alicante/Alacant,00588,2,3,2,1,1,6,1,1,1,04,1,10,1,6,6
030059303 1,10,Comunitat Valenciana,03,Alicante/Alacant,00593,4,4,2,1,1,1,1,1,1,03,1,15,1,1,1
030059303 2,10,Comunitat Valenciana,03,Alicante/Alacant,00593,4,4,2,1,1,1,1,1,1,04,1,12,1,1,6
030060905 1,10,Comunitat Valenciana,03,Alicante/Alacant,00609,4,6,1,1,1,1,1,1,1,05,6,14,1,1,1
030061505 1,10,Comunitat Valenciana,03,Alicante/Alacant,00615,2,3,1,1,1,1,1,1,1,05,1,14,1,1,1
030061602 1,10,Comunitat Valenciana,03,Alicante/Alacant,00616,2,2,1,1,1,6,1,1,1,02,1,10,1,1,6
030061902 1,10,Comunitat Valenciana,03,Alicante/Alacant,00619,4,3,1,1,6,6,1,1,1,02,1,15,1,1,1
030062003 1,10,Comunitat Valenciana,03,Alicante/Alacant,00620,4,4,1,1,1,6,1,1,1,03,1,14,1,1,1
030062303 1,10,Comunitat Valenciana,03,Alicante/Alacant,00623,4,4,1,1,1,6,1,1,1,03,6,12,1,1,1
030062503 1,10,Comunitat Valenciana,03,Alicante/Alacant,00625,4,4,1,6,1,6,1,1,1,03,6,10,1,1,1
030062603 1,10,Comunitat Valenciana,03,Alicante/Alacant,00626,4,4,1,1,1,6,1,1,1,03,1,12,1,1,1
030062804 1,10,Comunitat Valenciana,03,Alicante/Alacant,00628,4,4,1,1,6,1,1,1,1,04,6,14,1,1,1
030064103 1,10,Comunitat Valenciana,03,Alicante/Alacant,00641,4,3,1,1,1,6,1,1,1,03,6,15,1,1,1
030064503 1,10,Comunitat Valenciana,03,Alicante/Alacant,00645,4,5,1,1,1,6,1,1,1,03,6,10,1,1,1
030065104 1,10,Comunitat Valenciana,03,Alicante/Alacant,00651,4,4,1,1,1,1,1,1,1,04,1,15,1,1,1
030066104 1,10,Comunitat Valenciana,03,Alicante/Alacant,00661,4,5,2,1,1,6,1,1,1,04,1,12,1,9,1
030066104 2,10,Comunitat Valenciana,03,Alicante/Alacant,00661,4,5,2,1,1,6,1,1,1,05,6,15,1,1,1
030066503 1,10,Comunitat Valenciana,03,Alicante/Alacant,00665,4,3,1,1,1,6,1,1,1,03,1,10,1,1,6
030066704 1,10,Comunitat Valenciana,03,Alicante/Alacant,00667,4,4,1,1,1,6,1,1,1,04,6,15,1,1,1
030067803 1,10,Comunitat Valenciana,03,Alicante/Alacant,00678,4,4,1,1,1,6,1,1,1,03,6,10,1,1,1
030069303 1,10,Comunitat Valenciana,03,Alicante/Alacant,00693,4,4,2,1,1,6,1,1,1,03,6,13,1,1,1
030069303 2,10,Comunitat Valenciana,03,Alicante/Alacant,00693,4,4,2,1,1,6,1,1,1,04,6,15,1,1,1
030069503 1,10,Comunitat Valenciana,03,Alicante/Alacant,00695,4,4,2,1,1,6,1,1,1,03,1,14,1,1,1
030069503 2,10,Comunitat Valenciana,03,Alicante/Alacant,00695,4,4,2,1,1,6,1,1,1,04,6,14,1,1,1
040071304 1,01,Andalucía,04,Almería,00713,4,4,1,1,1,1,1,1,1,04,6,13,1,1,1
040071902 1,01,Andalucía,04,Almería,00719,2,2,1,1,1,6,1,1,1,02,6,14,1,1,1
040074402 1,01,Andalucía,04,Almería,00744,2,2,1,1,6,6,1,1,1,02,1,11,1,1,1
040074703 1,01,Andalucía,04,Almería,00747,4,3,1,1,1,1,1,1,1,03,1,12,1,1,1
040074804 1,01,Andalucía,04,Almería,00748,2,3,1,1,6,6,1,1,1,04,1,14,6,1,1
040076803 1,01,Andalucía,04,Almería,00768,4,4,1,1,6,6,1,1,1,03,6,15,1,1,1
040077403 1,01,Andalucía,04,Almería,00774,4,4,1,6,6,1,1,1,1,03,1,11,6,1,1
040077704 1,01,Andalucía,04,Almería,00777,4,6,2,1,1,1,1,1,1,04,6,15,1,1,1
040077704 2,01,Andalucía,04,Almería,00777,4,6,2,1,1,1,1,1,1,05,6,12,1,1,1
040079102 1,01,Andalucía,04,Almería,00791,2,2,1,1,1,1,1,1,1,02,6,10,1,1,1
050080903 1,07,Castilla y León,05,Ávila,00809,4,7,4,1,1,1,1,1,1,03,1,11,1,1,1
050080903 2,07,Castilla y León,05,Ávila,00809,4,7,4,1,1,1,1,1,1,04,1,10,1,1,1
050080903 3,07,Castilla y León,05,Ávila,00809,4,7,4,1,1,1,1,1,1,06,1,13,1,1,1
050080903 4,07,Castilla y León,05,Ávila,00809,4,7,4,1,1,1,1,1,1,07,1,11,1,1,1
050081803 1,07,Castilla y León,05,Ávila,00818,4,4,1,1,1,1,1,1,1,03,6,15,1,1,1
050082403 1,07,Castilla y León,05,Ávila,00824,4,4,1,1,1,1,1,1,1,03,1,13,1,1,1
050082603 1,07,Castilla y León,05,Ávila,00826,4,4,1,1,1,1,1,1,1,03,1,10,1,1,6
050085904 1,07,Castilla y León,05,Ávila,00859,2,5,1,1,6,6,1,1,2,04,1,12,1,1,6
050087504 1,07,Castilla y León,05,Ávila,00875,4,4,1,1,1,1,1,1,1,04,1,14,1,1,1
050087603 1,07,Castilla y León,05,Ávila,00876,4,4,2,1,1,6,1,1,1,03,1,14,1,1,1
050087603 2,07,Castilla y León,05,Ávila,00876,4,4,2,1,1,6,1,1,1,04,6,10,1,1,6
060087802 1,11,Extremadura,06,Badajoz,00878,4,3,1,1,6,1,1,1,1,02,6,15,1,1,1
060088002 1,11,Extremadura,06,Badajoz,00880,4,4,1,1,1,6,1,1,1,02,1,10,1,1,6
060092004 1,11,Extremadura,06,Badajoz,00920,4,4,1,1,1,1,1,1,1,04,1,15,1,1,1
060092802 1,11,Extremadura,06,Badajoz,00928,4,4,1,1,1,1,1,1,1,02,6,14,1,1,1
060092903 1,11,Extremadura,06,Badajoz,00929,4,4,2,1,1,1,1,1,1,03,6,15,1,1,1
060092903 2,11,Extremadura,06,Badajoz,00929,4,4,2,1,1,1,1,1,1,04,1,10,1,1,6
060094603 1,11,Extremadura,06,Badajoz,00946,4,4,1,1,1,1,1,1,1,03,6,12,1,1,1
060095203 1,11,Extremadura,06,Badajoz,00952,4,4,1,6,1,1,1,1,1,03,1,15,1,1,1
060096303 1,11,Extremadura,06,Badajoz,00963,4,3,1,1,1,6,1,1,1,03,1,11,1,1,1
060099203 1,11,Extremadura,06,Badajoz,00992,5,4,1,1,1,6,1,1,1,03,1,10,1,1,6
060099604 1,11,Extremadura,06,Badajoz,00996,4,4,1,1,6,1,1,1,2,04,6,15,1,1,1
060102104 1,11,Extremadura,06,Badajoz,01021,4,4,1,1,1,6,1,1,1,04,6,10,6,6,1
060104004 1,11,Extremadura,06,Badajoz,01040,2,4,1,1,1,6,1,1,1,04,6,13,1,1,1
060104302 1,11,Extremadura,06,Badajoz,01043,4,4,2,1,1,1,1,1,1,02,1,13,1,1,1
060104302 2,11,Extremadura,06,Badajoz,01043,4,4,2,1,1,1,1,1,1,03,1,10,1,1,1
060104402 1,11,Extremadura,06,Badajoz,01044,2,3,1,6,6,1,1,1,1,02,1,12,1,1,1
060104704 1,11,Extremadura,06,Badajoz,01047,4,4,1,1,6,6,1,1,1,04,6,13,1,1,1
060104803 1,11,Extremadura,06,Badajoz,01048,4,4,2,1,6,1,1,1,1,03,6,14,1,1,1
060104803 2,11,Extremadura,06,Badajoz,01048,4,4,2,1,6,1,1,1,1,04,1,12,1,1,1
060105202 1,11,Extremadura,06,Badajoz,01052,4,5,2,1,1,1,1,1,1,02,1,12,1,1,1
060105202 2,11,Extremadura,06,Badajoz,01052,4,5,2,1,1,1,1,1,1,03,1,10,1,1,6
060105705 1,11,Extremadura,06,Badajoz,01057,4,6,2,1,6,6,1,1,1,05,1,12,1,1,1
060105705 2,11,Extremadura,06,Badajoz,01057,4,6,2,1,6,6,1,1,1,06,6,10,6,1,1
060107004 1,11,Extremadura,06,Badajoz,01070,2,4,1,1,1,1,1,1,1,04,1,11,1,1,1
060107402 1,11,Extremadura,06,Badajoz,01074,4,4,1,1,6,6,1,1,1,02,6,14,1,1,1
060108004 1,11,Extremadura,06,Badajoz,01080,4,4,1,1,6,6,1,1,1,04,1,11,1,1,1
060108502 1,11,Extremadura,06,Badajoz,01085,2,3,1,1,1,6,1,1,1,02,1,15,1,1,1
060109104 1,11,Extremadura,06,Badajoz,01091,4,4,1,1,1,6,1,1,1,04,6,15,1,1,1
060109403 1,11,Extremadura,06,Badajoz,01094,4,4,1,1,1,1,1,1,1,03,1,10,1,1,1
060109602 1,11,Extremadura,06,Badajoz,01096,4,4,1,1,1,6,1,1,1,02,6,13,1,1,1
060110203 1,11,Extremadura,06,Badajoz,01102,4,3,1,1,1,6,1,1,1,03,1,12,1,6,1
060110403 1,11,Extremadura,06,Badajoz,01104,4,4,2,1,1,6,1,1,1,03,1,15,1,1,1
060110403 2,11,Extremadura,06,Badajoz,01104,4,4,2,1,1,6,1,1,1,04,6,15,1,1,1
060111104 1,11,Extremadura,06,Badajoz,01111,4,4,1,1,1,1,1,1,1,04,1,10,1,1,1
060112803 1,11,Extremadura,06,Badajoz,01128,4,4,1,1,1,6,1,1,1,03,1,11,6,6,6
060113402 1,11,Extremadura,06,Badajoz,01134,4,4,1,1,1,1,1,1,1,02,6,15,1,1,1
060114303 1,11,Extremadura,06,Badajoz,01143,4,4,1,1,1,1,1,1,1,03,6,13,1,1,1
060117103 1,11,Extremadura,06,Badajoz,01171,4,4,1,6,6,6,1,1,2,03,1,10,6,1,6
060117902 1,11,Extremadura,06,Badajoz,01179,4,3,1,1,1,6,1,1,1,02,1,14,1,1,1
060118204 1,11,Extremadura,06,Badajoz,01182,4,4,1,1,1,1,1,1,1,04,1,14,1,1,1
060118303 1,11,Extremadura,06,Badajoz,01183,4,3,1,1,1,1,1,1,1,03,1,15,1,1,1
060118502 1,11,Extremadura,06,Badajoz,01185,4,3,1,1,6,6,1,1,1,02,6,11,1,6,1
060120403 1,11,Extremadura,06,Badajoz,01204,4,3,1,1,1,6,1,1,1,03,6,13,1,1,1
060123004 1,11,Extremadura,06,Badajoz,01230,4,4,1,1,6,6,1,1,1,04,1,11,1,1,1
060123103 1,11,Extremadura,06,Badajoz,01231,4,4,1,1,1,6,1,1,1,03,1,11,1,1,1
060123602 1,11,Extremadura,06,Badajoz,01236,4,4,1,6,6,6,1,1,1,02,6,14,1,1,1
060124303 1,11,Extremadura,06,Badajoz,01243,4,4,1,1,1,1,1,1,1,03,6,15,1,1,1
060124703 1,11,Extremadura,06,Badajoz,01247,4,4,1,1,6,1,1,1,1,03,1,13,1,1,1
060125504 1,11,Extremadura,06,Badajoz,01255,4,4,1,1,6,6,1,1,2,04,1,15,1,1,1
060125704 1,11,Extremadura,06,Badajoz,01257,4,4,1,1,6,6,1,1,1,04,6,12,1,1,1
060126404 1,11,Extremadura,06,Badajoz,01264,4,4,1,1,1,6,1,1,1,04,6,13,1,1,1
060126903 1,11,Extremadura,06,Badajoz,01269,5,4,1,1,6,6,1,1,1,03,1,12,1,1,1
060127604 1,11,Extremadura,06,Badajoz,01276,4,4,1,1,1,6,1,1,1,04,6,13,1,1,1
060127903 1,11,Extremadura,06,Badajoz,01279,4,3,1,1,1,1,1,1,1,03,1,13,1,1,1
060128603 1,11,Extremadura,06,Badajoz,01286,4,5,1,1,1,6,1,1,1,03,1,13,1,1,1
060129203 1,11,Extremadura,06,Badajoz,01292,4,4,1,1,1,6,1,1,1,03,6,13,1,1,1
060129803 1,11,Extremadura,06,Badajoz,01298,4,3,1,1,1,6,1,1,1,03,1,13,1,6,1
060130703 1,11,Extremadura,06,Badajoz,01307,5,4,2,1,6,1,1,1,1,03,1,12,1,1,1
060130703 2,11,Extremadura,06,Badajoz,01307,5,4,2,1,6,1,1,1,1,04,6,11,1,1,1
060130805 1,11,Extremadura,06,Badajoz,01308,4,4,1,1,1,6,1,1,1,05,1,10,1,1,6
060131604 1,11,Extremadura,06,Badajoz,01316,4,5,1,1,1,1,1,1,1,04,6,14,1,1,1
060131802 1,11,Extremadura,06,Badajoz,01318,4,4,1,1,1,1,1,1,1,02,6,13,1,1,1
060132002 1,11,Extremadura,06,Badajoz,01320,2,3,2,1,6,1,1,1,1,02,6,15,1,1,1
060132002 2,11,Extremadura,06,Badajoz,01320,2,3,2,1,6,1,1,1,1,03,1,12,1,1,1
060133404 1,11,Extremadura,06,Badajoz,01334,4,4,1,1,1,1,1,1,1,04,1,13,1,1,1
060133803 1,11,Extremadura,06,Badajoz,01338,4,4,2,1,1,1,1,1,1,03,1,12,1,1,1
060133803 2,11,Extremadura,06,Badajoz,01338,4,4,2,1,1,1,1,1,1,04,6,11,1,1,1
060133903 1,11,Extremadura,06,Badajoz,01339,4,3,1,1,1,1,1,1,1,03,1,13,1,1,1
060134003 1,11,Extremadura,06,Badajoz,01340,4,5,1,1,1,1,1,1,1,03,1,12,1,1,1
060135001 1,11,Extremadura,06,Badajoz,01350,2,2,1,1,1,6,1,1,1,01,6,11,1,1,1
060136104 1,11,Extremadura,06,Badajoz,01361,4,4,1,1,6,6,1,1,1,04,1,13,1,1,1
060136604 1,11,Extremadura,06,Badajoz,01366,4,4,1,1,1,6,1,1,1,04,1,13,1,1,1
060137003 1,11,Extremadura,06,Badajoz,01370,4,4,1,1,1,6,1,1,1,03,1,11,1,1,6
060137804 1,11,Extremadura,06,Badajoz,01378,4,4,1,1,6,6,1,1,1,04,1,10,1,1,1
060138303 1,11,Extremadura,06,Badajoz,01383,4,4,1,1,1,6,1,1,1,03,6,12,1,1,1
060138806 1,11,Extremadura,06,Badajoz,01388,5,8,3,1,1,1,1,1,1,06,6,15,1,1,1
060138806 2,11,Extremadura,06,Badajoz,01388,5,8,3,1,1,1,1,1,1,07,6,12,1,1,1
060138806 3,11,Extremadura,06,Badajoz,01388,5,8,3,1,1,1,1,1,1,08,1,11,1,1,6
060139403 1,11,Extremadura,06,Badajoz,01394,4,5,3,1,6,1,1,1,1,03,1,15,1,1,1
060139403 2,11,Extremadura,06,Badajoz,01394,4,5,3,1,6,1,1,1,1,04,6,13,1,1,1
060139403 3,11,Extremadura,06,Badajoz,01394,4,5,3,1,6,1,1,1,1,05,1,12,1,1,6
060139702 1,11,Extremadura,06,Badajoz,01397,2,3,2,1,6,6,1,1,2,02,6,13,1,1,1
060139702 2,11,Extremadura,06,Badajoz,01397,2,3,2,1,6,6,1,1,2,03,6,11,6,1,1
060140301 1,11,Extremadura,06,Badajoz,01403,2,2,1,1,6,6,1,1,1,01,1,13,1,1,1
060140403 1,11,Extremadura,06,Badajoz,01404,4,3,1,1,1,1,1,1,1,03,1,11,1,1,1
060141202 1,11,Extremadura,06,Badajoz,01412,4,4,1,6,6,6,1,1,1,02,1,15,1,1,1
070142503 1,04,"Balears, Illes",07,"Balears, Illes",01425,4,3,1,1,1,1,1,1,1,03,6,14,1,1,1
070142703 1,04,"Balears, Illes",07,"Balears, Illes",01427,2,3,1,1,6,6,1,1,1,03,1,11,1,1,1
070143003 1,04,"Balears, Illes",07,"Balears, Illes",01430,4,4,2,1,1,6,1,1,1,03,1,13,1,1,1
070143003 2,04,"Balears, Illes",07,"Balears, Illes",01430,4,4,2,1,1,6,1,1,1,04,1,12,1,1,1
070144003 1,04,"Balears, Illes",07,"Balears, Illes",01440,4,5,2,1,1,6,1,1,1,03,6,15,1,1,1
070144003 2,04,"Balears, Illes",07,"Balears, Illes",01440,4,5,2,1,1,6,1,1,1,04,1,13,1,1,1
070144703 1,04,"Balears, Illes",07,"Balears, Illes",01447,4,3,1,1,1,1,1,1,1,03,6,15,1,1,1
070146304 1,04,"Balears, Illes",07,"Balears, Illes",01463,4,4,1,1,1,6,1,1,1,04,6,10,1,1,1
070146803 1,04,"Balears, Illes",07,"Balears, Illes",01468,4,4,2,1,6,6,1,1,1,03,1,12,1,1,1
