ID,CODAUTO,Comunidad,CPRO,Provincia,SERIAL,TIP_H,TOT_MH,TOT10_15,ORD,TABLET,TELEF1,TELEF2,VIV_INTER,INTEFOR,NPER,SEXO,EDAD,PC,INT,MOVIL
280831103 1,13,"Madrid, Comunidad de",28,Madrid,08311,4,4,1,1,1,1,1,1,1,03,1,10,1,1,6
280831303 1,13,"Madrid, Comunidad de",28,Madrid,08313,4,4,2,1,1,1,1,1,1,03,6,15,1,1,1
280831303 2,13,"Madrid, Comunidad de",28,Madrid,08313,4,4,2,1,1,1,1,1,1,04,1,12,1,1,1
280831505 1,13,"Madrid, Comunidad de",28,Madrid,08315,4,5,1,1,1,6,1,1,1,05,6,13,1,1,1
280831703 1,13,"Madrid, Comunidad de",28,Madrid,08317,2,3,1,1,1,1,1,1,1,03,6,13,1,1,1
280831802 1,13,"Madrid, Comunidad de",28,Madrid,08318,2,3,2,1,1,6,1,1,1,02,6,15,1,1,1
280831802 2,13,"Madrid, Comunidad de",28,Madrid,08318,2,3,2,1,1,6,1,1,1,03,6,13,1,1,1
280831903 1,13,"Madrid, Comunidad de",28,Madrid,08319,4,4,1,1,1,1,1,1,1,03,6,15,1,1,1
280833402 1,13,"Madrid, Comunidad de",28,Madrid,08334,4,3,1,1,1,1,1,1,1,02,1,12,1,1,1
280833503 1,13,"Madrid, Comunidad de",28,Madrid,08335,4,3,1,1,1,1,1,1,1,03,1,10,1,1,6
290835404 1,01,Andalucía,29,Málaga,08354,5,5,1,1,1,1,1,1,1,04,1,12,1,1,1
290837704 1,01,Andalucía,29,Málaga,08377,4,5,2,1,1,6,1,1,1,04,1,15,1,1,1
290837704 2,01,Andalucía,29,Málaga,08377,4,5,2,1,1,6,1,1,1,05,6,11,6,1,6
290839304 1,01,Andalucía,29,Málaga,08393,4,4,1,1,1,1,1,1,1,04,6,11,1,1,6
290840603 1,01,Andalucía,29,Málaga,08406,2,3,1,1,1,6,1,1,1,03,1,15,1,1,1
290841003 1,01,Andalucía,29,Málaga,08410,4,4,1,6,1,6,1,1,1,03,6,11,1,1,1
290841603 1,01,Andalucía,29,Málaga,08416,4,4,2,1,1,1,1,1,1,03,1,11,1,1,6
290841603 2,01,Andalucía,29,Málaga,08416,4,4,2,1,1,1,1,1,1,04,6,11,1,1,6
290842202 1,01,Andalucía,29,Málaga,08422,2,2,1,6,1,6,1,1,1,02,1,12,6,1,6
290842302 1,01,Andalucía,29,Málaga,08423,4,3,1,1,1,1,1,1,1,02,1,13,1,1,6
290842504 1,01,Andalucía,29,Málaga,08425,4,4,1,1,1,1,1,1,1,04,6,11,1,1,1
290843004 1,01,Andalucía,29,Málaga,08430,4,3,1,1,6,1,1,1,1,04,1,13,1,1,1
290843503 1,01,Andalucía,29,Málaga,08435,5,5,3,6,6,6,1,1,1,03,6,11,1,6,6
290843503 2,01,Andalucía,29,Málaga,08435,5,5,3,6,6,6,1,1,1,04,6,13,9,9,9
290843503 3,01,Andalucía,29,Málaga,08435,5,5,3,6,6,6,1,1,1,05,6,15,9,9,9
290844105 1,01,Andalucía,29,Málaga,08441,5,6,1,1,1,1,1,1,1,05,6,15,1,1,1
290844504 1,01,Andalucía,29,Málaga,08445,4,4,1,1,6,1,1,1,1,04,1,11,1,6,6
290845303 1,01,Andalucía,29,Málaga,08453,4,4,1,1,1,6,1,1,1,03,1,10,1,1,6
290845404 1,01,Andalucía,29,Málaga,08454,5,4,1,1,1,1,1,1,1,04,6,13,1,1,1
290845504 1,01,Andalucía,29,Málaga,08455,4,4,1,1,1,6,1,1,1,04,1,15,1,1,1
290845903 1,01,Andalucía,29,Málaga,08459,4,5,1,1,1,6,1,1,1,03,6,12,1,1,1
290846102 1,01,Andalucía,29,Málaga,08461,2,3,1,1,6,6,1,1,1,02,6,12,1,1,1
290847003 1,01,Andalucía,29,Málaga,08470,4,5,1,1,6,1,1,1,1,03,1,12,6,6,6
290847104 1,01,Andalucía,29,Málaga,08471,4,4,1,1,1,1,1,1,1,04,6,13,1,1,1
290847703 1,01,Andalucía,29,Málaga,08477,4,4,1,1,6,6,1,1,1,03,6,10,1,1,6
290849702 1,01,Andalucía,29,Málaga,08497,4,4,1,1,1,1,1,1,1,02,1,12,1,1,1
290850703 1,01,Andalucía,29,Málaga,08507,4,3,1,1,1,6,1,1,1,03,6,12,1,1,1
290851705 1,01,Andalucía,29,Málaga,08517,5,7,1,1,1,6,1,1,1,05,1,15,1,1,1
290852103 1,01,Andalucía,29,Málaga,08521,4,5,2,1,1,1,1,1,1,03,1,13,1,6,1
290852103 2,01,Andalucía,29,Málaga,08521,4,5,2,1,1,1,1,1,1,04,6,10,1,6,6
290854004 1,01,Andalucía,29,Málaga,08540,4,4,1,1,6,6,1,1,1,04,1,14,1,1,1
290854703 1,01,Andalucía,29,Málaga,08547,4,5,1,1,1,6,1,1,1,03,6,10,1,1,6
290854902 1,01,Andalucía,29,Málaga,08549,4,4,1,1,1,1,1,1,1,02,1,15,1,1,1
290855103 1,01,Andalucía,29,Málaga,08551,4,5,1,6,1,6,1,1,1,03,1,10,1,1,1
290855603 1,01,Andalucía,29,Málaga,08556,2,3,1,1,1,9,1,1,1,03,1,10,6,6,6
290855904 1,01,Andalucía,29,Málaga,08559,4,3,1,1,1,1,1,1,1,04,1,13,1,1,1
290856003 1,01,Andalucía,29,Málaga,08560,4,4,1,1,1,1,1,1,1,03,6,14,1,6,1
290856103 1,01,Andalucía,29,Málaga,08561,5,4,1,1,1,1,1,1,1,03,6,14,1,1,1
290856402 1,01,Andalucía,29,Málaga,08564,4,4,1,1,6,6,1,1,1,02,6,13,1,1,1
290856504 1,01,Andalucía,29,Málaga,08565,4,4,1,1,6,1,1,1,1,04,6,15,6,1,6
290857401 1,01,Andalucía,29,Málaga,08574,4,5,2,1,1,6,1,1,1,01,1,13,6,1,1
290857401 2,01,Andalucía,29,Málaga,08574,4,5,2,1,1,6,1,1,1,02,6,11,1,1,6
290857503 1,01,Andalucía,29,Málaga,08575,4,4,1,6,6,6,1,1,1,03,6,15,6,1,1
290857608 1,01,Andalucía,29,Málaga,08576,4,13,3,1,6,1,1,1,1,08,1,15,1,1,1
290857608 2,01,Andalucía,29,Málaga,08576,4,13,3,1,6,1,1,1,1,09,1,13,1,1,6
290857608 3,01,Andalucía,29,Málaga,08576,4,13,3,1,6,1,1,1,1,10,1,11,1,1,6
290857802 1,01,Andalucía,29,Málaga,08578,4,4,1,1,1,1,1,1,1,02,1,10,1,1,6
290857903 1,01,Andalucía,29,Málaga,08579,5,4,1,1,1,1,1,1,1,03,1,12,1,1,1
290858004 1,01,Andalucía,29,Málaga,08580,4,4,1,1,6,1,1,1,1,04,1,14,1,1,1
290858102 1,01,Andalucía,29,Málaga,08581,2,3,1,1,6,6,1,1,1,02,6,15,1,1,1
290858703 1,01,Andalucía,29,Málaga,08587,4,4,1,1,6,1,1,1,1,03,6,13,1,1,1
290859403 1,01,Andalucía,29,Málaga,08594,4,3,1,1,1,1,1,1,1,03,1,13,1,1,1
290859803 1,01,Andalucía,29,Málaga,08598,4,5,2,1,1,1,1,1,1,03,1,13,1,1,1
290859803 2,01,Andalucía,29,Málaga,08598,4,5,2,1,1,1,1,1,1,04,1,10,6,6,6
300861704 1,14,"Murcia, Región de",30,Murcia,08617,4,5,2,1,1,6,1,1,1,04,1,15,1,1,1
300861704 2,14,"Murcia, Región de",30,Murcia,08617,4,5,2,1,1,6,1,1,1,05,6,10,1,1,6
300862203 1,14,"Murcia, Región de",30,Murcia,08622,4,4,1,1,1,1,1,1,1,03,1,12,1,1,1
300862403 1,14,"Murcia, Región de",30,Murcia,08624,4,5,1,1,1,1,1,1,1,03,1,12,1,1,6
300864103 1,14,"Murcia, Región de",30,Murcia,08641,4,4,1,1,1,1,1,1,1,03,6,10,1,1,1
300865903 1,14,"Murcia, Región de",30,Murcia,08659,4,4,1,1,1,6,1,1,1,03,6,10,1,1,6
300866204 1,14,"Murcia, Región de",30,Murcia,08662,4,4,1,1,1,1,1,1,1,04,6,14,1,1,1
300866302 1,14,"Murcia, Región de",30,Murcia,08663,4,3,1,1,1,1,1,1,1,02,6,11,1,1,6
300866804 1,14,"Murcia, Región de",30,Murcia,08668,4,4,1,1,1,6,1,1,1,04,6,12,1,1,1
300867202 1,14,"Murcia, Región de",30,Murcia,08672,4,4,2,1,1,1,1,1,1,02,6,14,1,1,1
300867202 2,14,"Murcia, Región de",30,Murcia,08672,4,4,2,1,1,1,1,1,1,03,6,11,1,1,6
300867503 1,14,"Murcia, Región de",30,Murcia,08675,4,3,1,1,1,1,1,1,1,03,1,10,1,1,6
300868102 1,14,"Murcia, Región de",30,Murcia,08681,2,3,1,1,1,6,1,1,1,02,6,10,1,1,6
300871204 1,14,"Murcia, Región de",30,Murcia,08712,4,4,1,1,6,1,1,1,1,04,6,13,1,1,1
300871604 1,14,"Murcia, Región de",30,Murcia,08716,4,4,1,1,6,6,1,1,1,04,6,14,1,1,1
300872004 1,14,"Murcia, Región de",30,Murcia,08720,5,6,1,1,1,1,1,1,1,04,1,12,1,1,1
300872103 1,14,"Murcia, Región de",30,Murcia,08721,4,5,2,1,1,6,1,1,1,03,1,15,1,1,1
300872103 2,14,"Murcia, Región de",30,Murcia,08721,4,5,2,1,1,6,1,1,1,04,1,12,1,1,1
300872503 1,14,"Murcia, Región de",30,Murcia,08725,4,4,2,1,6,6,1,1,1,03,1,15,1,1,1
300872503 2,14,"Murcia, Región de",30,Murcia,08725,4,4,2,1,6,6,1,1,1,04,6,14,1,1,1
300872705 1,14,"Murcia, Región de",30,Murcia,08727,4,4,1,1,1,6,1,1,1,05,1,12,1,1,1
300873104 1,14,"Murcia, Región de",30,Murcia,08731,4,4,1,1,6,6,1,1,1,04,6,13,1,1,1
300873203 1,14,"Murcia, Región de",30,Murcia,08732,4,3,1,1,1,1,1,1,1,03,6,10,1,1,6
300873304 1,14,"Murcia, Región de",30,Murcia,08733,2,4,1,1,6,1,1,1,2,04,6,14,1,1,1
300874203 1,14,"Murcia, Región de",30,Murcia,08742,4,4,1,1,1,1,1,1,1,03,1,12,1,1,1
300874302 1,14,"Murcia, Región de",30,Murcia,08743,4,4,1,1,1,6,1,1,1,02,1,12,1,1,1
300876004 1,14,"Murcia, Región de",30,Murcia,08760,4,4,1,1,1,6,1,1,1,04,6,15,1,1,1
300876503 1,14,"Murcia, Región de",30,Murcia,08765,4,5,2,1,1,6,1,1,1,03,1,13,1,1,1
300876503 2,14,"Murcia, Región de",30,Murcia,08765,4,5,2,1,1,6,1,1,1,04,6,10,1,1,1
300876902 1,14,"Murcia, Región de",30,Murcia,08769,4,4,2,1,1,1,1,1,1,02,1,13,1,1,1
300876902 2,14,"Murcia, Región de",30,Murcia,08769,4,4,2,1,1,1,1,1,1,03,1,11,1,1,1
300877703 1,14,"Murcia, Región de",30,Murcia,08777,4,4,2,1,1,1,1,1,1,03,1,14,1,1,1
300877703 2,14,"Murcia, Región de",30,Murcia,08777,4,4,2,1,1,1,1,1,1,04,1,10,1,1,6
300878102 1,14,"Murcia, Región de",30,Murcia,08781,5,6,2,1,1,1,1,1,1,02,6,15,1,1,1
300878102 2,14,"Murcia, Región de",30,Murcia,08781,5,6,2,1,1,1,1,1,1,03,1,15,1,1,1
300878402 1,14,"Murcia, Región de",30,Murcia,08784,2,2,1,1,6,6,1,1,1,02,1,12,1,1,1
300879003 1,14,"Murcia, Región de",30,Murcia,08790,4,7,1,1,6,6,1,1,1,03,1,14,1,1,1
300879904 1,14,"Murcia, Región de",30,Murcia,08799,4,5,1,1,1,6,1,1,1,04,1,15,1,1,1
300880003 1,14,"Murcia, Región de",30,Murcia,08800,2,3,1,1,6,6,1,1,1,03,1,15,6,1,1
300880305 1,14,"Murcia, Región de",30,Murcia,08803,5,6,2,1,6,1,1,1,1,05,1,14,1,6,1
300880305 2,14,"Murcia, Región de",30,Murcia,08803,5,6,2,1,6,1,1,1,1,06,1,10,1,6,6
300880703 1,14,"Murcia, Región de",30,Murcia,08807,4,4,1,6,1,6,1,1,2,03,1,11,1,1,1
300880903 1,14,"Murcia, Región de",30,Murcia,08809,4,4,1,6,1,6,1,1,1,03,1,11,1,6,6
300881502 1,14,"Murcia, Región de",30,Murcia,08815,2,2,1,1,1,6,1,1,1,02,6,12,1,1,1
300881903 1,14,"Murcia, Región de",30,Murcia,08819,4,5,1,1,1,1,1,1,1,03,6,12,1,1,6
300882003 1,14,"Murcia, Región de",30,Murcia,08820,4,4,1,1,1,1,1,1,1,03,6,13,1,6,6
300882804 1,14,"Murcia, Región de",30,Murcia,08828,4,3,1,1,6,1,1,1,1,04,1,11,1,1,6
300883202 1,14,"Murcia, Región de",30,Murcia,08832,4,4,1,6,6,6,1,1,2,02,6,11,1,1,6
300884502 1,14,"Murcia, Región de",30,Murcia,08845,2,2,1,1,1,6,1,1,1,02,1,12,1,1,1
300884603 1,14,"Murcia, Región de",30,Murcia,08846,4,4,1,1,1,6,1,1,1,03,1,13,1,1,1
300884903 1,14,"Murcia, Región de",30,Murcia,08849,4,5,1,1,1,6,1,1,1,03,6,12,1,1,6
300885003 1,14,"Murcia, Región de",30,Murcia,08850,5,5,1,1,1,1,1,1,1,03,1,10,1,1,6
300885702 1,14,"Murcia, Región de",30,Murcia,08857,2,5,2,6,1,1,1,1,1,02,6,14,1,1,6
300885702 2,14,"Murcia, Región de",30,Murcia,08857,2,5,2,6,1,1,1,1,1,03,1,13,1,1,6
300886503 1,14,"Murcia, Región de",30,Murcia,08865,4,4,1,1,1,6,1,1,1,03,1,15,1,1,1
300886604 1,14,"Murcia, Región de",30,Murcia,08866,4,4,1,1,1,6,1,1,1,04,1,14,1,1,1
300886703 1,14,"Murcia, Región de",30,Murcia,08867,4,4,1,1,1,1,1,1,1,03,6,15,1,1,1
300887104 1,14,"Murcia, Región de",30,Murcia,08871,4,4,1,1,1,1,1,1,1,04,1,10,1,1,1
300887202 1,14,"Murcia, Región de",30,Murcia,08872,4,4,1,1,1,6,1,1,1,02,1,11,1,1,6
300887903 1,14,"Murcia, Región de",30,Murcia,08879,4,3,1,6,6,6,1,1,1,03,1,12,6,1,1
300888004 1,14,"Murcia, Región de",30,Murcia,08880,2,4,1,1,6,6,1,1,1,04,1,15,1,1,1
300888204 1,14,"Murcia, Región de",30,Murcia,08882,4,5,1,1,6,6,1,1,1,04,6,15,1,1,1
300888302 1,14,"Murcia, Región de",30,Murcia,08883,4,4,1,1,1,6,1,1,1,02,6,12,1,1,1
300888702 1,14,"Murcia, Región de",30,Murcia,08887,2,4,3,1,1,6,1,1,1,02,1,14,1,1,1
300888702 2,14,"Murcia, Región de",30,Murcia,08887,2,4,3,1,1,6,1,1,1,03,1,10,1,1,6
300888702 3,14,"Murcia, Región de",30,Murcia,08887,2,4,3,1,1,6,1,1,1,04,6,10,1,1,6
300889902 1,14,"Murcia, Región de",30,Murcia,08899,2,3,1,6,1,6,1,1,1,02,6,14,1,1,1
300890102 1,14,"Murcia, Región de",30,Murcia,08901,4,4,1,1,1,6,1,1,1,02,6,11,1,1,1
300891003 1,14,"Murcia, Región de",30,Murcia,08910,4,4,1,1,1,6,1,1,1,03,1,14,1,1,1
300891505 1,14,"Murcia, Región de",30,Murcia,08915,5,6,1,1,1,6,1,1,1,05,1,12,1,1,1
300893403 1,14,"Murcia, Región de",30,Murcia,08934,4,4,2,1,1,6,1,1,1,03,1,15,1,1,1
300893403 2,14,"Murcia, Región de",30,Murcia,08934,4,4,2,1,1,6,1,1,1,04,1,11,1,1,1
300893903 1,14,"Murcia, Región de",30,Murcia,08939,4,3,1,1,1,1,1,1,1,03,1,12,1,1,1
300895303 1,14,"Murcia, Región de",30,Murcia,08953,4,5,2,1,1,6,1,1,1,03,1,14,1,1,6
300895303 2,14,"Murcia, Región de",30,Murcia,08953,4,5,2,1,1,6,1,1,1,04,6,11,1,1,6
300895503 1,14,"Murcia, Región de",30,Murcia,08955,4,4,1,1,1,6,1,1,1,03,6,12,1,1,1
300895603 1,14,"Murcia, Región de",30,Murcia,08956,4,6,2,1,1,6,1,1,1,03,6,12,1,1,1
300895603 2,14,"Murcia, Región de",30,Murcia,08956,4,6,2,1,1,6,1,1,1,04,1,11,1,1,1
300895903 1,14,"Murcia, Región de",30,Murcia,08959,4,4,2,1,6,1,1,1,1,03,1,15,1,1,1
300895903 2,14,"Murcia, Región de",30,Murcia,08959,4,4,2,1,6,1,1,1,1,04,1,12,1,1,1
300896103 1,14,"Murcia, Región de",30,Murcia,08961,2,3,2,1,1,6,1,1,1,03,6,13,1,1,1
300896103 2,14,"Murcia, Región de",30,Murcia,08961,2,3,2,1,1,6,1,1,1,04,1,10,1,1,6
300896903 1,14,"Murcia, Región de",30,Murcia,08969,4,4,2,1,1,6,1,1,1,03,1,11,1,1,6
300896903 2,14,"Murcia, Región de",30,Murcia,08969,4,4,2,1,1,6,1,1,1,04,1,11,1,1,1
300897403 1,14,"Murcia, Región de",30,Murcia,08974,2,2,1,6,6,6,1,1,2,03,1,10,6,1,6
300898004 1,14,"Murcia, Región de",30,Murcia,08980,4,6,1,1,1,6,1,1,1,04,6,14,1,1,1
300898203 1,14,"Murcia, Región de",30,Murcia,08982,4,4,1,1,1,6,1,1,1,03,1,12,1,1,1
300899102 1,14,"Murcia, Región de",30,Murcia,08991,2,2,1,1,6,6,1,1,1,02,6,10,1,1,1
300899302 1,14,"Murcia, Región de",30,Murcia,08993,4,5,1,1,1,6,1,1,1,02,6,15,1,1,1
300899603 1,14,"Murcia, Región de",30,Murcia,08996,4,6,2,1,6,6,1,1,1,03,6,13,6,6,6
300899603 2,14,"Murcia, Región de",30,Murcia,08996,4,6,2,1,6,6,1,1,1,06,1,11,1,1,6
300899901 1,14,"Murcia, Región de",30,Murcia,08999,5,3,1,1,1,1,1,1,1,01,6,13,6,1,1
300900303 1,14,"Murcia, Región de",30,Murcia,09003,4,4,1,1,1,6,1,1,1,03,6,15,1,1,1
300900802 1,14,"Murcia, Región de",30,Murcia,09008,2,2,1,1,1,1,1,1,1,02,1,14,1,1,1
300901204 1,14,"Murcia, Región de",30,Murcia,09012,4,5,1,6,1,1,1,1,1,04,6,10,1,1,6
300901302 1,14,"Murcia, Región de",30,Murcia,09013,4,4,1,1,1,1,1,1,1,02,1,14,1,1,6
300901703 1,14,"Murcia, Región de",30,Murcia,09017,2,4,1,1,1,6,1,1,1,03,1,11,1,1,1
300902203 1,14,"Murcia, Región de",30,Murcia,09022,4,6,2,1,6,6,1,1,1,03,6,12,1,1,1
300902203 2,14,"Murcia, Región de",30,Murcia,09022,4,6,2,1,6,6,1,1,1,04,6,11,1,1,1
300902403 1,14,"Murcia, Región de",30,Murcia,09024,2,3,1,1,6,1,1,1,1,03,1,15,6,1,1
300902904 1,14,"Murcia, Región de",30,Murcia,09029,4,4,1,1,1,6,1,1,1,04,6,12,1,1,1
300903610 1,14,"Murcia, Región de",30,Murcia,09036,4,12,3,1,1,6,1,1,1,10,1,15,1,1,1
300903610 2,14,"Murcia, Región de",30,Murcia,09036,4,12,3,1,1,6,1,1,1,11,6,13,1,1,1
300903610 3,14,"Murcia, Región de",30,Murcia,09036,4,12,3,1,1,6,1,1,1,12,6,11,1,1,6
300904104 1,14,"Murcia, Región de",30,Murcia,09041,4,4,1,1,1,6,1,1,1,04,1,13,1,1,1
300904203 1,14,"Murcia, Región de",30,Murcia,09042,4,3,1,1,6,6,1,1,1,03,6,13,1,1,1
300904703 1,14,"Murcia, Región de",30,Murcia,09047,4,4,2,1,6,6,1,1,1,03,6,15,6,1,1
300904703 2,14,"Murcia, Región de",30,Murcia,09047,4,4,2,1,6,6,1,1,1,04,1,11,6,1,6
300904801 1,14,"Murcia, Región de",30,Murcia,09048,2,3,1,1,1,6,1,1,1,01,1,14,1,1,1
300905204 1,14,"Murcia, Región de",30,Murcia,09052,4,4,1,1,1,6,1,1,1,04,1,12,1,1,1
300906404 1,14,"Murcia, Región de",30,Murcia,09064,4,4,1,1,1,6,1,1,2,04,6,13,1,1,1
300906603 1,14,"Murcia, Región de",30,Murcia,09066,2,3,1,1,6,6,1,1,1,03,1,12,1,1,1
300906903 1,14,"Murcia, Región de",30,Murcia,09069,4,3,1,6,1,6,1,1,1,03,1,14,1,1,1
300907003 1,14,"Murcia, Región de",30,Murcia,09070,4,4,1,6,6,1,1,1,1,03,1,11,6,1,6
300908003 1,14,"Murcia, Región de",30,Murcia,09080,2,4,1,1,1,6,1,1,1,03,6,10,1,1,6
300908504 1,14,"Murcia, Región de",30,Murcia,09085,4,5,1,1,6,6,1,1,2,04,6,14,1,1,1
300908604 1,14,"Murcia, Región de",30,Murcia,09086,4,4,1,1,1,6,1,1,1,04,1,12,1,1,1
300909802 1,14,"Murcia, Región de",30,Murcia,09098,2,2,1,1,1,6,1,1,1,02,1,12,1,1,1
300909903 1,14,"Murcia, Región de",30,Murcia,09099,4,4,1,1,1,6,1,1,1,03,6,10,1,1,1
300910102 1,14,"Murcia, Región de",30,Murcia,09101,4,4,1,1,1,6,1,1,1,02,6,14,1,1,1
300911401 1,14,"Murcia, Región de",30,Murcia,09114,2,3,2,1,1,6,1,1,1,01,6,13,1,1,1
300911401 2,14,"Murcia, Región de",30,Murcia,09114,2,3,2,1,1,6,1,1,1,02,6,13,1,1,1
300911703 1,14,"Murcia, Región de",30,Murcia,09117,4,4,1,1,1,1,1,1,1,03,6,12,1,1,1
300912403 1,14,"Murcia, Región de",30,Murcia,09124,5,4,1,1,6,1,1,1,1,03,1,11,1,6,6
300912503 1,14,"Murcia, Región de",30,Murcia,09125,5,5,2,1,1,6,1,1,1,03,1,14,1,1,1
300912503 2,14,"Murcia, Región de",30,Murcia,09125,5,5,2,1,1,6,1,1,1,04,6,10,1,1,6
300912804 1,14,"Murcia, Región de",30,Murcia,09128,4,4,1,1,6,1,1,1,1,04,1,15,1,1,1
300913203 1,14,"Murcia, Región de",30,Murcia,09132,4,4,2,1,1,1,1,1,1,03,1,15,1,1,1
300913203 2,14,"Murcia, Región de",30,Murcia,09132,4,4,2,1,1,1,1,1,1,04,1,13,1,1,1
300913404 1,14,"Murcia, Región de",30,Murcia,09134,4,4,1,1,1,1,1,1,1,04,1,12,1,1,1
300914404 1,14,"Murcia, Región de",30,Murcia,09144,4,4,1,1,6,6,1,1,1,04,1,15,1,6,6
300915303 1,14,"Murcia, Región de",30,Murcia,09153,4,4,1,1,1,1,1,1,1,03,1,11,1,1,6
300915804 1,14,"Murcia, Región de",30,Murcia,09158,2,4,1,1,6,6,1,1,1,04,6,11,1,1,6
300917805 1,14,"Murcia, Región de",30,Murcia,09178,5,5,1,1,1,6,1,1,1,05,1,14,1,1,1
300918803 1,14,"Murcia, Región de",30,Murcia,09188,4,4,1,1,1,6,1,1,1,03,6,13,1,1,1
300919803 1,14,"Murcia, Región de",30,Murcia,09198,4,6,1,6,6,6,1,1,2,03,1,12,1,1,6
300920003 1,14,"Murcia, Región de",30,Murcia,09200,4,4,1,1,1,6,1,1,1,03,6,15,1,1,1
300920303 1,14,"Murcia, Región de",30,Murcia,09203,4,3,1,1,1,6,1,1,1,03,6,14,1,1,1
300920704 1,14,"Murcia, Región de",30,Murcia,09207,4,4,1,1,1,6,1,1,1,04,6,15,1,1,1
300921103 1,14,"Murcia, Región de",30,Murcia,09211,4,4,1,1,1,6,1,1,1,03,1,11,1,1,1
300921704 1,14,"Murcia, Región de",30,Murcia,09217,4,4,1,6,6,6,1,1,2,04,6,10,6,6,6
300922001 1,14,"Murcia, Región de",30,Murcia,09220,5,5,1,1,6,6,1,1,1,01,1,15,1,1,1
300923603 1,14,"Murcia, Región de",30,Murcia,09236,4,4,2,1,1,6,1,1,1,03,1,14,1,1,1
300923603 2,14,"Murcia, Región de",30,Murcia,09236,4,4,2,1,1,6,1,1,1,04,6,12,1,1,6
300923804 1,14,"Murcia, Región de",30,Murcia,09238,4,4,1,1,6,6,1,1,1,04,1,12,1,1,1
300924504 1,14,"Murcia, Región de",30,Murcia,09245,4,4,1,1,6,6,1,1,1,04,1,13,1,1,6
300925004 1,14,"Murcia, Región de",30,Murcia,09250,4,4,1,1,6,1,1,1,1,04,6,14,1,1,1
300925402 1,14,"Murcia, Región de",30,Murcia,09254,4,4,2,1,1,1,1,1,1,02,6,14,1,1,1
300925402 2,14,"Murcia, Región de",30,Murcia,09254,4,4,2,1,1,1,1,1,1,03,1,11,1,1,6
300925502 1,14,"Murcia, Región de",30,Murcia,09255,2,2,1,6,1,1,1,1,1,02,1,14,1,1,1
300925603 1,14,"Murcia, Región de",30,Murcia,09256,4,4,1,1,1,1,1,1,1,03,6,14,1,1,1
300926204 1,14,"Murcia, Región de",30,Murcia,09262,4,4,1,1,1,1,1,1,1,04,1,13,1,1,1
300926402 1,14,"Murcia, Región de",30,Murcia,09264,2,2,1,1,6,9,1,1,1,02,1,14,1,1,1
300926703 1,14,"Murcia, Región de",30,Murcia,09267,4,4,1,1,1,1,1,1,1,03,6,14,1,1,1
300926803 1,14,"Murcia, Región de",30,Murcia,09268,5,4,1,1,1,6,1,1,1,03,6,14,1,1,1
300929503 1,14,"Murcia, Región de",30,Murcia,09295,4,4,1,1,1,6,1,1,1,03,1,11,1,1,1
300929702 1,14,"Murcia, Región de",30,Murcia,09297,2,3,2,1,1,6,1,1,1,02,1,15,1,1,6
300929702 2,14,"Murcia, Región de",30,Murcia,09297,2,3,2,1,1,6,1,1,1,03,1,11,1,1,6
300930003 1,14,"Murcia, Región de",30,Murcia,09300,4,4,1,1,1,6,1,1,1,03,1,14,1,1,1
310931603 1,15,"Navarra, Comunidad Foral de",31,Navarra,09316,4,5,3,1,6,6,1,1,1,03,1,14,1,1,1
310931603 2,15,"Navarra, Comunidad Foral de",31,Navarra,09316,4,5,3,1,6,6,1,1,1,04,1,12,6,1,1
310931603 3,15,"Navarra, Comunidad Foral de",31,Navarra,09316,4,5,3,1,6,6,1,1,1,05,6,10,6,1,1
310932703 1,15,"Navarra, Comunidad Foral de",31,Navarra,09327,4,7,2,1,1,1,1,1,1,03,1,12,1,1,6
310932703 2,15,"Navarra, Comunidad Foral de",31,Navarra,09327,4,7,2,1,1,1,1,1,1,04,1,10,1,1,6
310933903 1,15,"Navarra, Comunidad Foral de",31,Navarra,09339,4,4,1,1,1,1,1,1,1,03,6,11,1,1,6
310934003 1,15,"Navarra, Comunidad Foral de",31,Navarra,09340,4,5,3,1,1,1,1,1,1,03,6,14,1,1,1
310934003 2,15,"Navarra, Comunidad Foral de",31,Navarra,09340,4,5,3,1,1,1,1,1,1,04,6,12,1,1,1
310934003 3,15,"Navarra, Comunidad Foral de",31,Navarra,09340,4,5,3,1,1,1,1,1,1,05,1,12,1,1,6
310934503 1,15,"Navarra, Comunidad Foral de",31,Navarra,09345,2,3,1,1,1,1,1,1,1,03,1,14,1,1,1
310939303 1,15,"Navarra, Comunidad Foral de",31,Navarra,09393,2,3,1,1,1,6,1,1,1,03,1,12,1,1,1
310939703 1,15,"Navarra, Comunidad Foral de",31,Navarra,09397,4,4,1,1,1,1,1,1,1,03,6,10,1,1,6
310940502 1,15,"Navarra, Comunidad Foral de",31,Navarra,09405,2,3,1,1,1,6,1,1,1,02,1,14,1,1,1
310941105 1,15,"Navarra, Comunidad Foral de",31,Navarra,09411,5,5,1,1,1,6,1,1,1,05,1,13,1,1,1
310943003 1,15,"Navarra, Comunidad Foral de",31,Navarra,09430,4,5,3,1,1,6,1,1,1,03,6,15,1,1,1
310943003 2,15,"Navarra, Comunidad Foral de",31,Navarra,09430,4,5,3,1,1,6,1,1,1,04,6,12,1,1,1
310943003 3,15,"Navarra, Comunidad Foral de",31,Navarra,09430,4,5,3,1,1,6,1,1,1,05,1,11,1,1,6
